File.Name,Region.of.Interest,Number.of.Root.Tips,Number.of.Branch.Points,Total.Root.Length.mm,Branching.frequency.per.mm,Network.Area.mm2,Average.Diameter.mm,Median.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Computation.Time.s,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Root.Length.Diameter.Range.3.mm,Root.Length.Diameter.Range.4.mm,Root.Length.Diameter.Range.5.mm,Root.Length.Diameter.Range.6.mm,Root.Length.Diameter.Range.7.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Projected.Area.Diameter.Range.3.mm2,Projected.Area.Diameter.Range.4.mm2,Projected.Area.Diameter.Range.5.mm2,Projected.Area.Diameter.Range.6.mm2,Projected.Area.Diameter.Range.7.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.3.mm2,Surface.Area.Diameter.Range.4.mm2,Surface.Area.Diameter.Range.5.mm2,Surface.Area.Diameter.Range.6.mm2,Surface.Area.Diameter.Range.7.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,Volume.Diameter.Range.3.mm3,Volume.Diameter.Range.4.mm3,Volume.Diameter.Range.5.mm3,Volume.Diameter.Range.6.mm3,Volume.Diameter.Range.7.mm3
id1.png,Full,138,368,1870.013631,0.19679,981.76999,0.611863,0.535479,2.74743,3361.026977,675.578407,3589.548949,1.677,1.730789,27.847945,753.141707,913.081701,167.427475,6.784014,0,0.128415,5.982948,308.705385,594.94432,217.465853,15.361995,0,0.403428,18.795986,969.826571,1869.072704,683.189127,48.261132,0,0.008057,1.032046,101.539535,315.626126,229.814567,27.558077,0
id2.png,Full,117,249,1270.161028,0.196038,745.277631,0.686966,0.598684,2.923147,2267.678314,587.517138,2739.747137,1.195,1.935192,19.838649,333.1522,759.683818,142.890449,12.660719,0,0.148769,3.964315,138.983778,508.606464,190.338135,30.047139,0,0.467371,12.454264,436.630415,1597.83433,597.964888,94.39587,0,0.009508,0.64474,46.500822,277.041636,206.569714,56.750718,0
id3.png,Full,229,1586,3077.429911,0.515365,1517.143471,0.604264,0.535479,3.230951,5222.664492,1120.867206,5835.1236,5.723,20.567128,118.715321,1195.871031,1461.175112,263.888735,17.212585,0,1.811908,23.674238,472.644956,979.681012,337.654748,41.675483,0,5.692277,74.386755,1485.057196,3078.178813,1060.881166,130.927392,0,0.128499,3.847369,150.600077,534.917033,350.73254,80.641687,0
id5.png,Full,242,1508,3237.483766,0.465794,1552.35711,0.572627,0.508,3.562545,5674.426302,1060.717099,5816.297496,6.438,17.772612,111.027371,1487.362246,1391.730457,209.436952,20.154129,0,1.555173,22.506537,597.756751,910.238618,271.254916,47.98866,0,4.885719,70.718315,1878.009844,2859.750346,852.172452,150.76082,0,0.110116,3.697049,193.041423,485.180707,286.684761,92.003043,0
id6.png,Full,10,14,114.404042,0.122373,59.2911,0.571703,0.535479,1.27,216.06794,32.429662,206.087939,0.155,0.123368,2.160139,40.213942,68.708405,3.198187,0,0,0.010942,0.404899,17.292712,44.383037,3.508238,0,0,0.034374,1.272028,54.326659,139.433424,11.021455,0,0,0.000779,0.063189,5.950893,23.378608,3.036194,0,0
id7.png,Full,231,581,2914.166931,0.199371,1587.865104,0.632045,0.567961,2.652176,5220.012384,1085.202397,5768.247672,3.967,5.588151,60.006626,929.479405,1656.442877,253.167418,9.482453,0,0.384772,12.168598,382.903154,1101.971932,317.370622,21.247411,0,1.208797,38.228777,1202.925736,3461.996088,997.137564,66.750709,0,0.022794,1.99702,126.792781,596.871346,321.899923,37.618532,0
id8.png,Full,208,1698,2952.084074,0.575187,1553.584258,0.681117,0.592667,2.879911,4685.508961,1380.754522,6305.595293,4.374,15.651797,101.222389,919.778475,1459.646492,427.428718,28.356203,0,1.357706,20.519777,364.261761,1000.775143,555.644396,64.486348,0,4.265358,64.476723,1144.453858,3144.201162,1745.608354,202.589837,0,0.095555,3.373794,116.406457,559.121736,585.63562,116.121359,0
id9.png,Full,6,4,72.986715,0.054804,47.495425,0.670446,0.677333,1.17927,149.084975,27.383435,153.478993,0.189,0,0.241601,11.043543,58.99473,2.706841,0,0,0,0.046127,4.592586,41.328279,2.886889,0,0,0,0.144911,14.428033,129.836619,9.069431,0,0,0,0.007223,1.521341,23.430358,2.424512,0,0
id10.png,Full,233,1670,3581.285656,0.466313,1717.402927,0.578005,0.509761,3.362503,6227.557726,1197.991393,6491.02391,8.767,18.617409,114.644681,1541.805324,1644.788624,237.393953,24.035666,0,1.590723,22.879859,612.419119,1060.593256,310.75266,57.736952,0,4.997402,71.891142,1924.148673,3332.342434,976.258275,181.385984,0,0.111227,3.718674,195.868409,555.848718,331.311151,111.133214,0
id11.png,Full,144,1167,2427.328195,0.480776,1274.441896,0.646841,0.550333,3.385873,4139.555776,1073.922755,4917.269194,4.246,12.451224,79.685635,878.289423,1184.468225,228.044989,44.388698,0,1.061,16.064841,355.098345,785.891238,298.941102,108.049375,0,3.333231,50.469187,1115.661936,2469.206548,939.151168,339.447124,0,0.074023,2.62669,115.661048,424.99474,320.104823,210.461431,0
id12.png,Full,45,295,570.241789,0.517324,328.896744,0.687016,0.606121,2.269082,995.853183,258.078664,1231.068936,3.093,3.924752,13.654823,134.723747,340.332497,74.35881,3.247161,0,0.349917,2.693293,56.241339,229.511955,96.199395,6.854723,0,1.099298,8.461228,176.687378,721.066971,302.219314,21.534748,0,0.02498,0.431945,18.813313,126.050625,101.383055,11.374745,0
id13.png,Full,310,798,3424.08973,0.233055,1737.15916,0.599774,0.530435,3.107682,6045.367767,1182.193704,6432.686183,4.204,7.391208,49.046032,1414.276935,1692.473039,243.004196,17.898321,0,0.5333,9.995347,578.048992,1105.157814,311.383483,42.417982,0,1.675413,31.401309,1816.022333,3472.087044,978.240062,133.260022,0,0.032517,1.656767,189.380108,586.568355,324.38057,80.175387,0
id14.png,Full,157,1250,2325.922374,0.537421,1236.189732,0.676478,0.567961,3.294937,3786.309264,1104.150003,4938.365132,4.006,11.642378,59.312319,751.130232,1176.613736,288.928518,38.29519,0,1.022957,11.708982,304.45118,782.893686,382.563599,89.194921,0,3.213714,36.796794,956.535352,2459.648615,1201.956548,280.214109,0,0.07265,1.88388,99.293129,424.615005,412.591758,165.693581,0
id15.png,Full,103,1060,1956.302046,0.541839,1003.29638,0.630693,0.550333,2.366505,3280.777363,767.584395,3872.307733,2.874,9.293866,51.724852,734.580089,945.928139,207.3358,7.4393,0,0.835527,10.405237,297.622811,633.255602,274.686117,15.746053,0,2.624884,32.689017,935.143112,1989.431148,862.951887,49.467686,0,0.060261,1.699405,97.007258,345.880995,296.720273,26.216203,0
id16.png,Full,89,752,1620.124616,0.464162,894.343641,0.646365,0.575796,3.167088,2873.226283,658.541074,3295.755964,3.119,6.258996,32.601099,484.010643,936.424947,149.984656,10.844276,0,0.571939,6.559927,200.00781,619.658723,196.150488,26.024558,0,1.796799,20.608619,628.498328,1946.868726,616.224932,81.75856,0,0.041644,1.071293,66.316155,332.806199,208.282186,50.023597,0
id17.png,Full,152,323,1421.504756,0.227224,857.454378,0.726232,0.598684,3.312296,2482.476556,774.086962,3238.996346,2.12,2.422907,16.259204,397.705903,770.752738,203.312994,31.05101,0,0.193478,3.140427,166.911488,516.564635,269.278915,74.915615,0,0.607828,9.865941,524.367905,1622.835663,845.964661,235.354347,0,0.01274,0.495764,56.094186,282.446214,290.857431,144.180627,0
id18.png,Full,242,560,2363.215201,0.236965,1331.063198,0.670995,0.575796,3.010731,4127.735887,1074.948891,4976.268394,4.513,7.169269,71.185937,720.060157,1253.769555,284.51947,26.510813,0,0.523207,14.00017,290.15852,840.590873,378.507886,60.214769,0,1.643704,43.982832,911.559876,2640.794112,1189.117595,189.170275,0,0.032357,2.243257,94.260535,459.129054,410.737627,108.546061,0
id20.png,Full,112,1000,1823.894624,0.548277,940.490951,0.646417,0.550333,3.053287,3001.444464,766.944705,3704.285811,2.281,9.015691,44.458624,660.397982,871.801432,226.674487,11.546407,0,0.801093,8.852204,264.725311,582.33147,294.823142,27.500769,0,2.516708,27.810018,831.824639,1829.524014,926.214218,86.396215,0,0.057285,1.433483,85.436167,316.96575,310.84454,52.207481,0
id21.png,Full,160,446,1967.221973,0.226716,1058.684263,0.639448,0.550333,3.426909,3437.547254,789.590911,3939.981334,2.717,3.529591,35.129946,729.813326,990.127796,197.109354,11.511961,0,0.262075,7.203831,295.494551,668.834134,253.834109,28.506311,0,0.823332,22.631501,928.32351,2101.204403,797.443372,89.555216,0,0.016496,1.196252,96.213174,369.158721,265.783788,57.22248,0
id23.png,Full,56,92,697.883784,0.131827,398.834776,0.640067,0.575796,2.008046,1303.591409,254.796244,1402.923157,0.808,0.433605,2.386332,194.794194,450.826848,49.370537,0.072268,0,0.031678,0.480388,84.968269,298.138413,62.800446,0.145117,0,0.09952,1.509184,266.935689,936.629447,197.293419,0.455897,0,0.001945,0.079019,29.480576,160.465543,64.540297,0.228866,0
id24.png,Full,204,501,1922.690415,0.260572,1028.836204,0.64262,0.550333,3.370754,3336.806732,821.156091,3879.115791,2.287,3.017078,34.091898,781.737464,869.19391,216.078666,18.5714,0,0.218288,7.227384,307.107722,590.026888,284.128808,46.029361,0,0.685772,22.705497,964.807363,1853.624136,892.687519,144.605503,0,0.013463,1.231052,97.182669,326.346427,304.290199,92.09228,0
id25.png,Full,293,839,2910.253678,0.288291,1526.42123,0.659488,0.550333,3.245065,4830.983959,1311.096792,6011.116945,2.646,8.215203,95.603894,1070.791549,1334.625072,367.230799,33.787162,0,0.589716,19.54165,426.915887,899.038168,487.244545,80.031907,0,1.852647,61.391904,1341.195815,2824.411705,1530.837222,251.427652,0,0.036137,3.233405,137.107229,493.473319,525.720447,151.526254,0
id26.png,Full,217,1428,2415.825437,0.591102,1220.942003,0.641216,0.551959,2.394735,3912.914686,970.04438,4864.617953,3.8,13.622031,77.849164,818.60012,1208.400665,290.22564,7.127817,0,1.164782,15.297287,331.807507,812.1372,372.817277,15.096902,0,3.65927,48.069788,1042.571451,2551.491844,1171.240018,47.585583,0,0.081331,2.450463,108.255231,445.719532,388.204235,25.33359,0
id27.png,Full,193,1022,1859.534199,0.5496,975.238641,0.660508,0.564797,3.576352,3094.546883,854.208159,3855.791764,3.144,10.765519,55.570803,643.351722,913.972677,209.532514,26.340964,0,0.901646,11.086925,255.795536,616.477282,277.853225,65.072017,0,2.832604,34.830603,803.790826,1936.866972,873.040989,204.429771,0,0.062274,1.79475,82.051041,338.896973,301.065053,130.338068,0
id28.png,Full,192,486,1816.779066,0.267506,1018.695543,0.696904,0.575796,3.655404,3062.478771,937.403877,3963.963292,1.741,7.797887,65.897537,573.742729,861.666311,277.740805,29.933796,0,0.562307,12.968116,226.895045,581.083851,365.688358,74.571026,0,1.76654,40.740539,712.811807,1825.528759,1148.843858,234.271789,0,0.034447,2.07483,72.475288,319.987575,392.379366,150.452371,0
id29.png,Full,34,276,743.398053,0.371268,351.829045,0.53709,0.482674,2.159,1370.857767,198.976596,1256.479384,2.559,2.261095,12.840218,385.957905,309.774205,31.824421,0.74021,0,0.210727,2.563368,158.617795,196.006641,41.003158,1.548121,0,0.662019,8.053057,498.312498,615.773025,128.81522,4.863566,0,0.015518,0.413619,52.129007,101.199061,42.674775,2.544616,0
id30.png,Full,160,228,1423.902687,0.160123,807.363529,0.643786,0.556808,2.541411,2648.523766,559.82052,2871.627806,2.221,1.693591,11.864531,467.252163,796.746117,141.075635,5.270651,0,0.129231,2.430728,195.688374,518.879007,185.226605,11.713576,0,0.405992,7.636357,614.773157,1630.106476,581.906542,36.799283,0,0.008223,0.405192,65.673303,274.937673,198.257273,20.538856,0
id31.png,Full,206,484,2110.113587,0.229372,1160.155834,0.6627,0.564797,4.623839,3719.588922,993.786445,4382.83823,2.609,3.731244,31.574311,722.846038,1122.545597,193.785716,31.228123,4.40256,0.292279,6.372084,298.868709,737.63625,253.710558,78.914763,19.27438,0.918221,20.018491,938.951608,2317.424394,797.055224,247.918041,60.552252,0.019089,1.043922,98.958183,393.850013,270.610935,162.928516,66.375786
id32.png,Full,157,1185,2349.112085,0.504446,1155.307277,0.604964,0.495499,2.712308,4001.02065,905.276318,4464.312832,5.47,9.525195,72.439586,1100.339983,901.821613,241.724698,23.261009,0,0.849133,14.975256,431.560677,601.057676,321.015132,51.37666,0,2.66763,47.058098,1356.220129,1888.391998,1008.570441,161.404536,0,0.060916,2.497621,136.521314,327.403805,349.142738,89.649924,0
id33.png,Full,90,201,854.026863,0.235356,475.877632,0.631588,0.515007,2.951517,1605.995912,372.695071,1696.61311,2.592,1.671802,16.108545,364.595577,370.906705,83.154023,17.590212,0,0.131086,3.281613,145.450734,239.370252,108.421248,43.381738,0,0.411818,10.30949,456.946959,752.041697,340.615395,136.287751,0,0.008628,0.541213,46.608601,125.694205,114.735231,85.107192,0
id34.png,Full,197,1385,2866.261975,0.483208,1441.528031,0.609012,0.511516,3.161141,4982.47783,1101.960941,5476.329844,4.312,16.409542,86.688838,1226.129634,1251.92202,251.543967,33.567974,0,1.419779,17.011373,493.191408,819.138704,335.888746,76.288485,0,4.460366,53.442806,1549.791007,2573.742705,1055.225615,239.667345,0,0.100023,2.72312,159.519251,436.804475,364.861844,137.952228,0
id35.png,Full,215,1746,2998.448366,0.582301,1577.279104,0.660665,0.567961,4.57905,4958.992106,1357.778304,6234.133673,3.931,14.091223,74.344114,1001.827577,1524.536815,356.015109,25.376323,2.257205,1.2684,14.790275,407.058387,1017.739838,469.946538,63.786147,9.656222,3.984795,46.465019,1278.934463,3197.642799,1476.380593,200.39009,30.335915,0.091534,2.387865,132.857429,553.513206,505.221035,131.214414,32.492819
id36.png,Full,250,1711,3615.724837,0.473211,1725.529255,0.570431,0.495499,2.623984,6343.053685,1170.048943,6459.765177,6.111,20.535066,142.335842,1658.818588,1506.244258,271.85965,15.931432,0,1.791705,28.888823,657.958381,976.501032,355.368327,35.508455,0,5.628808,90.756915,2067.232289,3068.17154,1116.422525,111.5531,0,0.126442,4.757503,210.23325,514.980442,377.399386,62.55192,0
